age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
34,145187,12,1,1,14,1,573806,48,219239,51326,4,6,104348,33391,0.32,3,3,142382,177,40,0,2025-06,11.885784733329478,13.260048381827593,12.297922299160053,10.845972208492759,11.555496329325743,10.416071629316981,11.86627588881094
33,241869,3,2,1,4,2,491296,24,89425,113344,4,0,718882,316308,0.44,2,2,884774,56,34,1,2024-09,12.396155670717892,13.104804111889369,11.401166746619909,11.638191543802625,13.485453897453526,12.6644748628883,13.693088654378153
49,100000,21,1,0,25,1,50905,60,170093,20369,4,4,107256,23596,0.22,1,2,109066,300,113,0,2024-08,11.51293546492023,10.837736073784061,12.044106504393227,9.921818509220852,11.582983102725663,10.068874864289374,11.599717651272668
32,381391,7,2,2,13,1,1142714,84,117168,11527,6,3,797012,111581,0.14,2,2,890458,164,113,0,2024-04,12.85158299657451,13.948917567853584,11.671372616017946,9.352534137679358,13.588626268806202,11.622515025598084,13.699492339102218
59,116851,37,1,0,30,1,183549,12,13873,3902,6,9,141490,38202,0.27,0,0,143312,367,129,0,2025-06,11.66866345578116,12.12024238892498,9.537771863945247,8.269500767180615,11.85999138980231,10.550669325542444,11.872786328473373
22,372971,1,1,2,3,2,1437892,180,305962,167154,5,1,795590,103426,0.13,1,2,977332,41,19,1,2025-03,12.829258628784153,14.178689405593397,12.631219458591026,12.026676804652423,13.586840513680777,11.546621328826953,13.792582712256392
52,183447,29,1,1,25,1,460190,24,359539,67289,3,1,188217,92226,0.49,0,1,218885,311,257,0,2023-09,12.119686527570824,13.039396899677696,12.792580715600407,11.116766916182364,12.145356144492972,11.432008208323529,12.296306325321314
33,134816,12,2,1,16,2,479096,60,35748,9600,7,1,332075,102943,0.31,2,3,496028,196,120,1,2024-03,11.811673582268442,13.079658361110845,10.484277575702958,9.169622538697624,12.713119137364083,11.541940430038753,13.114389671739827
66,121139,40,2,0,30,4,525184,180,30084,5597,3,6,94128,27297,0.29,1,2,135003,365,88,0,2024-02,11.704702180534937,13.171505860454555,10.311781987654452,8.630164670075398,11.452421460879183,10.21456871841614,11.813059686611247
47,219116,22,1,1,18,1,637828,60,331911,89030,3,3,599912,323952,0.54,0,0,847576,217,153,0,2023-07,12.297361112715086,13.365825501323416,12.712625152522987,11.396739902673568,13.304539923684768,12.688353722523601,13.650136969566862
69,275726,34,2,1,30,2,554705,36,181624,112698,7,5,717178,229496,0.32,1,1,896872,370,216,0,2024-01,12.527166524752175,13.226193522642479,12.109699400872584,11.632475826874039,13.483080739749017,12.343645236501875,13.70666954796248
61,580886,24,0,2,26,2,2302019,84,841529,45222,5,6,1276217,127621,0.1,1,1,1791226,314,284,0,2024-06,13.272311524663245,14.64929755632353,13.642976942601415,10.71936108595781,14.059411574689273,11.75682804882438,14.398411417846688
37,324794,13,2,1,19,2,549987,12,142916,53503,4,8,217136,32570,0.15,3,4,246109,236,107,0,2024-12,12.690949493062499,13.217651738788815,11.870019321152974,10.887511696444374,12.288283769719138,10.391177600899962,12.413533869442276
60,437943,33,0,2,29,0,1975926,12,414793,172730,3,1,447324,134197,0.3,0,0,572719,350,301,0,2024-11,12.989846327303301,14.49654821328769,12.93553729043058,12.059490750052845,13.011040678760063,11.80707160027901,13.258152220070066
51,118018,21,0,0,18,0,96942,180,66953,32124,4,9,312559,46883,0.15,0,3,373964,225,24,0,2023-05,11.678600907435117,11.48187845589803,11.111761095413756,10.377389822197522,12.652551729728952,10.75543174484307,12.831917489129816
54,237814,14,0,1,16,1,1012994,120,221281,113951,2,8,191425,65084,0.34,1,1,207824,198,44,0,2023-06,12.37924833946646,13.828421847384483,12.307193185180227,11.643532586077503,12.162256589945738,11.083449386900561,12.244451658399289
44,159010,20,3,1,17,4,145017,36,246424,39897,3,4,141491,62256,0.44,2,2,146628,214,130,0,2024-02,11.976728661199315,11.88461315162927,12.41481296653364,10.594081476308356,11.859998457364673,11.039026257804146,11.89566086606108
65,274075,23,2,1,24,1,206273,180,420957,94539,2,5,509781,96858,0.19,2,2,652065,291,78,0,2025-06,12.521160719172407,12.236960661063568,12.950288345217604,11.456778304347228,13.141738462336903,11.481011591724698,13.387901062779548
55,151267,30,2,0,30,3,322903,180,159701,40039,5,5,179318,19724,0.11,3,4,188072,371,318,1,2025-10,11.926808377076629,12.68511034440578,11.981064857606214,10.597634233429156,12.09692162163103,9.889642145714076,12.144585464316318
68,372337,40,2,1,30,3,1788882,12,692667,175975,1,2,392885,31430,0.08,1,1,533931,370,143,0,2024-11,12.827557322876752,14.397101960687587,13.448306086899162,12.07810290108556,12.881274772435242,10.355549946021075,13.188023769009831
26,227742,0,1,1,7,4,1121785,120,128532,48134,6,9,441713,167850,0.38,2,3,645225,92,32,1,2025-12,12.335973079194318,13.93043261603555,11.763940959686058,10.781764842212066,12.998417892803397,12.030831960090762,13.37735592200341
39,116413,12,2,1,16,4,164062,24,60372,15168,7,6,166638,33327,0.2,0,0,180144,203,4,0,2024-12,11.664908081961116,12.008005779382483,11.00829726411219,9.627009150591672,12.023585074956694,10.414153163500753,12.101517361142168
50,222646,14,3,1,19,4,260244,24,277622,39360,5,6,189560,77719,0.41,1,1,234195,231,212,1,2023-07,12.313342836596643,12.469378773996787,12.534019357208601,10.580530757347516,12.15246615144216,11.260867903491377,12.3639136505806
27,232867,3,1,2,4,0,486293,24,293768,99977,5,7,427807,42780,0.1,0,1,585833,57,31,0,2024-09,12.358227048407556,13.094568658252838,12.590549023199854,11.512705440766679,12.96642977578285,10.663849357772266,13.280791751978285
30,100130,5,0,0,10,0,201951,60,14093,25934,5,4,146943,45552,0.31,0,3,168017,129,59,0,2023-06,11.514234607668856,12.215785324383965,9.553504453886967,10.1633486867855,11.897806840799129,10.726631762209768,12.031826395503153
61,398256,33,1,2,30,3,1560433,120,491912,75685,3,1,930442,297741,0.32,0,0,1358800,365,199,0,2023-12,12.894852804516756,14.260474545662055,13.106057150570015,11.234348481767105,13.743416095799631,12.60398261867859,14.122113251211776
52,393173,17,3,2,18,4,982144,48,306734,110577,2,2,297588,17855,0.06,1,4,429786,227,1,0,2023-05,12.882007540958986,13.797494234277398,12.633739461622024,11.613476433275116,12.603468618892357,9.790094865181038,12.971045016106771
54,430803,18,2,2,17,2,1727294,48,649441,36166,6,8,883806,203275,0.23,0,0,929655,205,69,1,2023-11,12.973408509272332,14.362067158986049,13.383868811644232,10.495902379841931,13.69199399199138,12.22231994050804,13.742569904229224
48,399968,16,2,1,15,3,1547559,240,650270,9028,3,5,636442,184568,0.29,1,2,645161,186,14,0,2025-05,12.899142323086839,14.252190055002513,13.385144478060466,9.10819689830748,13.363650140730751,12.125778656288068,13.377256727032513
35,211096,0,2,1,6,4,654903,240,237841,32652,1,7,319843,70365,0.22,1,1,475999,74,23,1,2025-11,12.260073022461153,13.39224393899021,12.379361866651088,10.393692014097626,12.67558865590915,11.16146547094057,13.073173133213556
50,375703,28,2,2,29,2,1597039,120,20034,116619,7,7,406029,150230,0.37,1,1,600207,348,108,0,2023-04,12.836556878298037,14.283662473846535,9.905236023070245,11.666676064776148,12.914182327479633,11.91992938849441,13.305031540789944
57,100000,16,1,0,13,4,138041,48,129091,36160,7,4,57606,24194,0.42,1,2,69769,167,114,0,2023-03,11.51293546492023,11.835313265661023,11.768280607447592,10.49573646899098,10.961399367077858,10.093901279227419,11.152959396933282
49,324518,19,1,1,18,1,398555,180,490125,135250,6,0,849985,118997,0.14,1,2,871474,222,118,0,2025-09,12.690099365030076,12.895603294315578,13.102417779888395,11.814887590396737,13.652975157742622,11.686861965229744,13.677942457357492
42,205101,16,0,1,13,2,795366,36,109835,95330,7,5,269918,105268,0.39,1,1,353440,160,144,1,2024-05,12.231262695353736,13.586558922335838,11.606743623172779,11.465110325309874,12.505877192971509,11.564274257817711,12.775471847984482
24,261428,0,1,1,3,1,418699,36,249940,56942,7,6,575854,97895,0.17,0,0,660334,46,9,0,2024-11,12.473918015105209,12.944909952007235,12.428980168992002,10.949806046483104,13.263611171876065,11.491660969665505,13.400502560987182
40,126336,16,1,0,17,0,64756,120,244228,47432,5,8,362454,130483,0.36,2,4,532213,215,119,0,2023-07,11.746708218721976,11.078397081826632,12.405861588726665,10.767073467978255,12.800655607640081,11.779005892864248,13.18480094307977
52,218222,31,2,1,30,3,1004654,240,137769,12186,4,1,417344,154417,0.37,1,2,583167,366,238,1,2023-06,12.293272754708763,13.820154756957926,11.833340907038645,9.408125088823502,12.941668496854895,11.947418490088737,13.27623058848669
56,324463,18,1,2,17,4,1071771,48,157412,15449,1,1,484380,227658,0.47,3,3,641705,204,98,1,2024-11,12.689929869064445,13.884823911424725,11.96662820367688,9.645364282325891,13.090627066109803,12.335604174354406,13.371885533858523
24,100000,0,0,0,9,3,250221,48,46116,7990,2,9,117068,12877,0.11,1,1,133721,112,31,1,2025-04,11.51293546492023,12.430103802805638,10.738936924565653,8.986071187374463,11.670518783539226,9.463275708098129,11.80351829704797
47,344105,21,0,2,17,4,1295835,12,392163,80972,1,0,975575,224382,0.23,1,1,1317645,205,189,0,2023-09,12.748705028425183,14.074666604677214,12.87943539862832,11.301871044753339,13.790783344775308,12.321109692185171,14.0913573691973
37,100000,13,1,0,16,1,199999,12,190208,12141,3,4,220519,33077,0.15,0,1,252402,192,45,1,2023-04,11.51293546492023,12.206072645530174,12.155878746585925,9.40442579569038,12.30374367270362,10.406623687817738,12.438782295473963
32,248942,9,1,1,16,2,1192804,36,307927,39264,7,1,538512,242330,0.45,3,3,548644,197,126,0,2023-04,12.424979233579004,13.991818234241451,12.63762126839436,10.578088815808975,13.196566916419965,12.398059839190463,13.215206881099373
42,100000,8,0,0,11,2,80879,120,64148,33098,4,2,156539,64180,0.41,0,2,196333,143,135,1,2023-08,11.51293546492023,11.300721853694354,11.068963781457745,10.407258349428416,11.961066847358829,11.0694624957204,12.187572569545587
37,100000,13,0,0,12,4,338426,240,129521,19209,3,1,261262,125405,0.48,3,7,325099,148,57,1,2025-06,11.51293546492023,12.732063690765417,11.771606029862932,9.863186255762603,12.473282841788683,11.739311752926284,12.691888106291996
30,375575,6,1,2,9,1,1501474,48,476395,107992,6,3,857881,154418,0.18,2,2,1185165,111,64,0,2024-12,12.836216126511118,14.22195851625026,13.074004720122407,11.589821689190972,13.66222183987457,11.94742496599674,13.985393407128653
21,201486,0,0,1,1,4,526093,24,244604,43914,5,2,243386,31640,0.13,1,2,348732,12,2,0,2024-12,12.213480142158588,13.173235182977947,12.407399943563487,10.690011226351217,12.402408048084547,10.362209026944724,12.762061865409898
42,134187,15,0,1,21,4,522974,84,48425,13567,7,8,268232,80469,0.3,4,4,315771,256,6,1,2025-01,11.806997080743677,13.167288940757322,10.787792138552428,9.515469358031684,12.4996112847662,11.295639723140178,12.66277571316161
46,103160,13,1,0,19,4,481870,84,132808,5728,5,9,162527,65010,0.4,3,3,199052,234,108,0,2024-02,11.544046153628019,13.085431722357367,11.796667284812452,8.653296274408579,11.99860557360097,11.082311765329093,12.201326399904941
38,276212,11,1,1,14,2,1062856,240,245502,36844,1,1,142656,12839,0.09,4,5,176208,168,61,0,2024-04,12.528927586192202,13.87647112334535,12.411064446101316,10.5144752032011,11.868198426590869,9.460320577243952,12.079426069499855
34,212594,7,1,1,14,4,402259,48,18337,10139,5,6,535536,80330,0.15,2,2,622352,171,162,1,2025-11,12.267144226269115,12.904853924707211,9.816730688609846,9.224243277145174,13.191025260787427,11.293910877739696,13.341262734856166
67,284058,40,0,1,30,2,860215,180,313185,90027,5,2,229256,59606,0.26,1,2,314468,365,17,0,2023-08,12.556937242045905,13.664938799484295,12.65455254222743,11.407876012038487,12.342598924003692,10.995528295821199,12.65864078110698
49,305376,13,2,1,14,0,1405406,36,604360,122744,6,9,542007,178862,0.33,0,1,683498,175,26,0,2023-03,12.629302357863196,14.155837498516219,13.311926980495336,11.717864311629592,13.203036040460455,12.09437542865451,13.43498047208728
32,294340,13,1,2,16,1,742013,24,215454,53886,2,7,394582,94699,0.24,1,1,574897,198,76,0,2023-10,12.592494238143875,13.51712338989605,12.280507350015359,10.89464454042269,12.88558479004099,11.45846927917417,13.26194791273944
56,166210,27,0,1,25,0,592977,240,321257,34208,2,3,225251,85595,0.38,1,1,298492,306,41,0,2024-01,12.021013344532227,13.292912577797562,12.679999817605234,10.440244046325468,12.324975054454473,11.35739383206604,12.60650176095356
55,242964,24,0,1,20,4,630446,84,57728,100045,3,3,411438,160460,0.39,1,2,455029,247,186,1,2023-07,12.400672679027137,13.354184370584221,10.963514925888669,11.513385359202662,12.927416049957802,11.98580620137099,13.028118629825467
32,218102,6,0,1,11,2,228145,180,322415,27667,7,8,652682,378555,0.58,1,2,706465,138,110,0,2024-10,12.292722707253304,12.33774105387663,12.683597916174756,10.228031789720475,13.388846838627611,12.844119293359615,13.468030355391017
27,383336,0,0,2,5,1,292749,240,104629,29592,3,2,583034,157419,0.27,3,4,691590,63,35,0,2024-07,12.856669776842969,12.587074281459964,11.558185596375093,10.295293125858327,13.27600249783596,11.966672671696442,13.446750019404112
49,268830,12,0,1,17,3,1286414,12,156852,70040,2,6,256953,113059,0.44,2,2,301524,214,99,0,2023-07,12.501838208362393,14.067369837786618,11.963064339989947,11.156836063853547,12.456652359530187,11.635673930229283,12.616608210451444
31,233149,4,1,1,12,1,759235,12,271184,76979,1,0,474228,85361,0.18,0,1,570764,149,54,0,2025-11,12.359437302236467,13.540067943488731,12.510556523784224,11.251300926837738,13.069445606374048,11.354656315879222,13.254732845255633
53,311718,18,1,1,19,1,301483,60,375907,95957,2,6,339996,122398,0.36,2,3,371206,239,157,0,2023-09,12.649857419945166,12.616472225747854,12.837099711581725,11.471665874718926,12.736692073024004,11.715041479092347,12.824515137474998
26,297637,3,1,2,10,4,1297242,240,464808,107940,3,9,227356,56839,0.25,1,1,338558,121,48,0,2025-11,12.603633261961676,14.075751801185364,13.049381847499328,11.589340060535871,12.334276748310728,10.947995582211037,12.732453654521455
67,282123,40,1,1,30,0,804648,120,352613,13327,4,1,176449,68815,0.39,1,2,189304,367,351,0,2025-02,12.55010196958542,13.598161436469507,12.773129253205896,9.497622364406624,12.080792829103416,11.139191555023517,12.151114749949492
35,422230,11,0,2,9,0,1677813,120,509863,95228,7,5,235267,58816,0.25,0,0,312040,110,104,0,2025-02,12.95330783661798,14.33300231361986,13.141899302471964,11.464039796240382,12.368480568866993,10.982186207747102,12.650889868414458
52,173390,19,2,1,22,3,185597,24,317145,23323,5,8,273594,24623,0.09,0,1,275381,267,90,0,2023-01,12.063304438867378,12.131338323414107,12.667117514653956,10.057238152342046,12.519404189709745,10.11147685607866,12.525914503663543
31,100000,9,0,0,13,4,458109,36,93171,38437,6,5,156681,37603,0.24,0,2,188562,157,150,1,2023-08,11.51293546492023,13.03486460893149,11.442202526351245,10.55680183259435,11.961973552569372,10.534865706698442,12.147187447538604
43,325997,17,1,2,18,1,1029306,48,159499,143083,4,2,314216,141397,0.45,1,1,362791,224,72,0,2024-05,12.694646525360701,13.844396318229892,11.979799201207037,11.871187149370217,12.657839109005181,11.859333888073008,12.80158494626335
46,294015,12,0,1,14,0,1123776,24,107458,45584,4,0,723290,108493,0.15,1,2,861447,169,104,0,2025-06,12.591389466608716,13.93220589117566,11.584864658451313,10.727333994019004,13.491566909790235,11.594450150894405,13.6663699732909
54,400923,25,2,2,29,0,257075,240,332761,26342,5,3,330030,79207,0.24,2,2,412220,353,308,0,2023-09,12.90152716214181,12.45712704000522,12.715182798717542,10.178957864028105,12.706941868424574,11.279832582802351,12.929314892283434
66,438455,38,1,2,30,2,841339,60,631317,62105,2,3,1222540,195606,0.16,1,1,1589531,362,257,0,2023-07,12.991014743684515,13.642751137874006,13.355564976542302,11.036597881611804,14.016442037601095,12.183862823263567,14.278950191247365
54,505732,24,0,2,27,1,861516,120,67242,35362,7,7,995755,378386,0.38,3,4,1286272,335,45,0,2024-01,13.13376414101967,13.666450067779223,11.116068202827096,10.473421354781692,13.811257526634574,12.843672760390003,14.067259447408816
49,100000,25,1,0,22,4,477317,240,30165,17476,1,9,56904,23330,0.41,2,3,74849,269,40,1,2024-11,11.51293546492023,13.07593821441364,10.314470741328197,9.76864100976636,10.94913848971599,10.057538227363054,11.223241389847775
24,324949,4,0,2,10,0,433489,60,83486,90444,4,9,944766,151162,0.16,0,1,1343715,123,64,0,2024-06,12.691426603322494,12.979624006885912,11.33244621009546,11.412497210135735,13.758693615228196,11.92611400378673,14.11094946821242
37,190192,10,1,1,14,4,700236,84,226563,92693,1,6,241515,57963,0.24,2,3,348592,175,11,0,2024-11,12.155794625051287,13.45917412815174,12.330782744698869,11.437059024540105,12.39469100246815,10.967577407165814,12.76166033154516
55,436944,31,1,2,26,1,302536,48,228777,92500,6,9,710006,78100,0.11,0,1,971732,314,135,0,2025-08,12.98756260803336,12.619958863022866,12.340507380018549,11.434974734252892,13.473030108123826,11.265758139843117,13.78683635434997
33,304759,11,0,1,11,1,423486,180,114042,38283,6,6,368963,125447,0.34,1,3,383526,139,39,0,2025-05,12.627279860586945,12.956278096026946,11.644330849239699,10.552787333315797,12.818454357287672,11.739646609060868,12.85716530148329
61,386685,29,1,2,27,0,782529,12,466304,38693,6,6,897516,143602,0.16,1,1,1328903,326,44,0,2024-03,12.86536827316448,13.570287539319684,13.052595205449625,10.563439828238433,13.707387340669362,11.874807826742941,14.099865100323347
59,195156,37,0,1,30,3,795314,12,299477,20112,3,1,334536,127123,0.38,0,1,493005,364,313,1,2025-11,12.181559641809164,13.586493541574606,12.609796238080035,9.909121651153221,12.720502765288277,11.752918267046569,13.108276623336165
35,146440,12,1,1,17,4,593798,60,102171,16466,4,8,121681,76659,0.63,1,2,164981,214,41,1,2025-12,11.894377895946175,13.294296157241668,11.534412946611651,9.709113657218,11.709166363352994,11.247135338934546,12.013591656022781
49,100000,17,0,0,15,4,478670,240,117749,38588,6,5,76050,15970,0.21,0,1,95725,181,39,1,2023-10,11.51293546492023,13.078768792806011,11.676319011878665,10.560722540746825,11.239159446844907,9.67852985665631,11.46924522288273
